,0,1
31807,هذه الترجمة وأصابهم,هذه الترجمة وأَصابهم
31808,غيث جور أي,غيث جِوَرٌّ أَي
31809,غيث جور إذا,غيث جِوَرُّ إِذا
31810,أبو عبيدة غرب,أَبو عبيدة غَرْبٌ
31811,جور فارض ثقيل,جِوَرٌّ فارضٌ ثقيل
31812,غيره جمل جور,غيره جمل جِوَرُّ
31813,أي ضخم ونعجة,أَي ضخم ونعجة
31814,جورة وأنشد فاعتام,جِوَرَّة وأَنشد فاعْتامَ
31815,منا نعجة جوره,مِنّا نَعْجَةً جِوَرَّهْ
31816,كأن صوت شخبها,كأَنَّ صَوْتَ شَخْبها
31817,للدره هرهرة الهر,للدِّرَّهْ هَرْهَرَة الهِرِّ
31818,دنا للهره قال,دَنَا لِلْهِرَّهْ قال
31819,الفراء جور إن,الفراء جِوَرُّ إِن
31820,جررت وإن شئت,جَرَرْت وإِن شئت
31821,جعلته فعلا من,جعلته فِعَلاًّ من
31822,الجور ويصير التشديد,الجَوْرِ ويصير التشديد
31823,كما يقال حمارة,كما يقال حَمارَّةٌ
31824,التهذيب أبو عبيدة,التهذيب أَبو عبيدة
31825,المجر الذي تنتجه,المَجَرُّ الذي تُنْتَجُه
31826,أمه ينتاب من,أُمه يُنْتابُ من
31827,أسفل فلا يجهد,أَسفل فلا يَجْهَدُ
31828,الرضاع إنما يرف,الرَّضاعَ إِنما يَرِفُّ
31829,رفا حتى يوضع,رَفّاً حتى يُوضَعَ
31830,خلفها في فيهويقال,خِلفُها في فيهويقال
31831,جواد مجر وقد,جوادٌ مُجَرٌّ وقد
31832,جررت الشيء أجره,جَرَرْتُ الشيء أَجُرُّه
31833,جرا ويقال في,جَرّاً ويقال في
31834,قوله أعيا فنطناه,قوله أَعْيَا فَنُطْنَاهُ
31835,مناط الجر أراد,مَناطَ الجَرِّ أَراد
31836,بالجر الزبيل يعلق,بالجَرَّ الزَّبِيلَ يُعَلَّق
31837,النوط كالجلة الصغيرة,النَّوْطُ كالجُلَّة الصغيرة
31838,الصحاح والجري ضرب,الصحاح والجِرِّيُّ ضرب
31839,من الحوصلة أبو,من الحَوْصَلَةُ أَبو
31840,زيد هي القرية,زيد هي القِرِّيَّةُ
31841,والجرية للحوصلةوفي حديث,والجِرِّيَّةُ للحوصلةوفي حديث
31842,ابن عباس أنه,ابن عباس أَنه
31843,سئل عن أكل,سئل عن أَكل
31844,الجري فقال إنما,الجِرِّيِّ فقال إِنما
31845,اليهود الجري بالكسر,اليهود الجِرِّيُّ بالكسر
31846,ويسمى بالفارسية مارماهي,ويسمى بالفارسية مَارْماهي
31847,ويقال الجري لغة,ويقال الجِرِّيُّ لغة
31848,في الجريت من,في الجِرِّيت من
31849,أنه كان ينهي,أَنه كان ينهي
31850,عن أكل الجري,عن أَكل الجِرِّيّ
31851,والجريتوفي الحديث أن,والجِرِّيتوفي الحديث أَن
31852,عليه وسلم دل,عليه وسلم دُلِّ
31853,على أم سلمة,على أُم سلمة
31854,فرأى عندها الشبرم,فرأَى عندها الشُّبْرُمَ
31855,وهي تريد أن,وهي تريد أَن
31856,تشربه فقال إنه,تشربه فقال إِنه
31857,حار جار وأمرها,حارٌّ جارٌّ وأَمرها
31858,بالسنا والسنوت قال,بالسَّنَا والسَّنُّوتِ قال
31859,أبو عبيد وبعضهم,أَبو عبيد وبعضهم
31860,يرويه حار يار,يرويه حارٌّ يارٌّ
31861,بالياء وهو إتباع,بالياء وهو إِتباع
31862,قال أبو منصور,قال أَبو منصور
31863,وجار بالجيم صحيح,وجارٌّ بالجيم صحيح
31864,أيضا الجوهري حار,أَيضاً الجوهري حارٌّ
31865,جار إتباع له,جارٌّ إِتباع له
31866,قال أبو عبيد,قال أَبو عبيد
31867,وأكثر كلامهم حار,وأَكثر كلامهم حارُّ
31868,يار بالياءوفي ترجمة,يارُّ بالياءوفي ترجمة
31869,تقول للرجل إذا,تقول للرجل إِذا
31870,قاد ألفا جرارا,قاد أَلفاً جَرَّاراً
31871,ابن الأعرابي جرجر,ابن الأَعرابي جُرْجُرْ
31872,إذا أمرته بالاستعداد,إِذا أَمرته بالاستعداد
31873,للعدو ذكره الأزهري,للعدوّ ذكره الأَزهري
31874,وأما قولهم لا,وأَما قولهم لا
31875,جر بمعنى لا,جَرَّ بمعنى لا
31876,جرم فسنذكره في,جَرَمَ فسنذكره في
31877,ترجمة جرم إن,ترجمة جرم إِن
31878,دلع الرجل لسانه,دَلَعَ الرجل لسانه
31879,يدلعه دلعا فاندلع,يَدْلَعُه دَلْعاً فانْدَلَع
31880,وأدلعه أخرجه جاءت,وأَدْلَعه أَخرجه جاءت
31881,اللغتانوفي الحديث أن,اللغتانوفي الحديث أَنَّ
31882,امرأة رأت كلبا,امرأَة رأَت كلباً
31883,في يوم حار,في يوم حارٍّ
31884,قد أدلع لسانه,قد أَدْلَع لسانه
31885,من العطش وقيل,من العَطَش وقيل
31886,أدلع لغة قليلة,أَدْلَع لغة قليلة
31887,قال الشاعر وأدلع,قال الشاعر وأَدْلَعَ
31888,الدالع من لسانه,الدَّالِعُ من لسانه
31889,وأدلعه العطش ودلع,وأَدْلَعَه العَطَشُ ودلَعَ
31890,اللسان نفسه يدلع,اللسانُ نفسُه يَدْلَع
31891,دلعا ودلوعا يتعدى,دَلْعاً ودُلوعاً يتعدّى
31892,ولا يتعدى واندلع,ولا يتعدّى واندلع
31893,العنفقة كلسان الكلبوفي,العَنْفقة كلسان الكلبوفي
31894,الحديث يبعث شاهد,الحديث يُبْعَث شاهد
31895,الزور يوم القيامة,الزُّور يوم القيامة
31896,مدلعا لسانه في,مُدلِعاً لسانَه في
31897,الأثر عن بلعم,الأَثَر عن بَلْعَم
31898,أن الله لعنه,أَن الله لعَنَه
31899,فأدلع لسانه فسقطت,فأَدْلَع لسانَه فسقطت
31900,أسلته على صدره,أَسَلَتُه على صدره
31901,فبقيت كذلكوقال الهجيمي,فبقيت كذلكوقال الهُجَيْمي
31902,أحمق دالع وهو,أَحْمق دالِعٌ وهو
31903,دالع اللسان وهو,دالِعَ اللسان وهو
31904,غاية الحمقوفي الحديث,غاية الحُمْقوفي الحديث
31905,أنه كان يدلع,أَنه كان يَدْلَعُ
31906,لسانه للحسن أي,لسانه للحسن أَي
31907,يخرجه حتى يرى,يُخْرِجه حتى يرى
31908,حمرته فيهش إليهواندلع,حُمْرته فيَهَشّ إِليهوانْدَلَع
31909,بطن الرجل إذا,بطن الرجل إِذا
31910,خرج أمامهويقال للرجل,خرج أَمامهويقال للرجل
31911,المندلث البطن أمامه,المُنْدَلِث البطن أَمامه
31912,مندلع البطنواندلع بطن,مُنْدَلِعُ البطنوانْدلع بطنُ
31913,المرأة واندلق إذا,المرأَة وانْدَلَق إِذا
31914,عظم واسترخى واندلع,عَظُم واسترخى واندلَع
31915,السيف من غمده,السيفُ من غِمْده
31916,واندلقوناقة دلوع تتقدم,واندلَقَوناقة دَلُوع تتقدم
31917,الإبلوطريق دليع سهل,الإِبلوطريق دَلِيعٌ سَهْل
31918,في مكان حزن,في مكان حَزْن
31919,لا صعود فيه,لا صَعُود فيه
31920,ولا هبوط وقيل,ولا هَبُوط وقيل
31921,عن محارب طريق,عن مُحارب طريق
31922,دلنع وجمعه دلانع,دَلَنَّعٌ وجمعه دَلانِعُ
31923,إذا كان ضرب,إِذا كان ضرب
31924,من محار البحر,من مَحار البحر
31925,قال أبو عمرو,قال أَبو عمرو
31926,الدولعة صدفة متحوية,الدَّوْلَعةُ صدفة مُتَحَوِّيةٌ
31927,إذا أصابها ضبح,إِذا أَصابها ضَبْح
31928,كهيئة الظفر فيستل,كهيئة الظُّفُر فيُسْتَلُّ
31929,قدر إصبع وهذا,قدرَ إِصْبَع وهذا
31930,هو الأظفار الذي,هو الأَظْفار الذي
31931,في القسط وأنشد,في القُسْط وأَنشد
31932,يستلها بظفرها والدلاع,يَسْتَلُّها بظُفْرها والدُّلاَّعُ
31933,نبت عجم لسان,نَبْتٌ عجم لسان
31934,العرب العجم والعجم,العرب العُجْمُ والعَجَمُ
31935,خلاف العرب والعرب,خِلافُ العُرْبِ والعَرَبِ
31936,يعتقب هذان المثالان,يَعْتَقِبُ هذانِ المِثالانِ
31937,كثيرا يقال عجمي,كثيراً يقال عَجَمِيٌّ
31938,وجمعه عجم وخلافه,وجمعه عَجَمٌ وخلافه
31939,عربي وجمعه عرب,عَرَبيّ وجمعه عَرَبٌ
31940,ورجل أعجم وقوم,ورجل أَعْجَم وقوم
31941,أعجم قال سلوم,أعْجَمُ قال سَلُّومُ
31942,لو أصبحت وسط,لو أَصْبَحْتِ وَسْطَ
31943,الأعجم في الروم,الأعْجَمِ في الرُّومِ
31944,أو فارس أو,أَو فارِسَ أَو
31945,في الديلم إذا,في الدَّيْلَمِ إذاً
31946,لزرناك ولو بسلم,لَزُرناكِ ولو بسُلَّمِ
31947,وقول أبي النجم,وقول أَبي النَّجْم
31948,وطالما وطالما وطالما,وطَالَما وطَالَما وطالَما
31949,غلبت عادا وغلبت,غَلَبْتُ عاداً وغَلَبْتُ
31950,الأعجما إنما أراد,الأَعْجَما إنما أَراد
31951,العجم فأفرده لمقابلته,العَجَم فأَفرده لمقابلته
31952,إياه بعاد وعاد,إياه بعادٍ وعادٌ
31953,لفظ مفرد وإن,لفظ مفرد وإِن
31954,كان معناه الجمع,كان معناه الجمعَ
31955,وقد يريد الأعجمين,وقد يُرِيدُ الأَعْجَمِينَ
31956,وإنما أراد أبو,وإِنما أَراد أَبو
31957,النجم بهذا الجمع,النجم بهذا الجَمْعَ
31958,أي غلبت الناس,أَي غلبتُ الناسَ
31959,كلهم وإن كان,كُلَّهم وإن كان
31960,الأعجم ليسوا ممن,الأَعْجَمُ ليسوا ممن
31961,عارض أبو النجم,عارَضَ أَبو النجم
31962,لأن أبا النجم,لأَن أَبا النجم
31963,عربي والعجم غير,عربي والعَجَم غير
31964,الألف في قوله,الأَلف في قوله
31965,وطالما الأخيرة تأسيسا,وطالما الأخيرةَ تأْسيساً
31966,لأنه أراد أصل,لأَنه أَراد أَصل
31967,طال وما جميعا,طال وما جميعاً
31968,القياس أن يجعلها,القياسُ أَن يجعلها
31969,ههنا تأسيسا لأن,ههنا تأْسيساً لأَن
31970,ما ههنا تصحب,ما ههنا تَصْحَبُ
31971,الفعل جمع العجي,الفعلَ جمع العَجيّ
31972,وكذلك العرب جمع,وكذلك العَرَبُ جمع
31973,العربي ونحو من,العَرَبيّ ونَحْوٌ من
31974,هذا جمعهم اليهودي,هذا جَمْعُهم اليهوديَّ
31975,والمجوسي اليهود جمع,والمجوسيَّ اليهودَ جمع
31976,الأعجم الذي لا,الأَعْجَمِ الذي لا
31977,يفصح ويجوز أن,يُفْصِحُ ويجوز أَن
31978,يكون العجم جمع,يكون العُجْمُ جمعَ
31979,العجم فكأنه جمع,العَجَم فكأَنه جمع
31980,الجمع وكذلك العرب,الجمع وكذلك العُرْبُ
31981,جمع العرب يقال,جمعُ العَرَبِ يقال
31982,هؤلاء العجم والعرب,هؤلاء العُجْمُ والعُرْبُ
31983,ولا يرى مثلها,ولا يَرى مِثْلَها
31984,عجم ولا عرب,عُجْمٌ ولا عَرَبُ
31985,فأراد بالعجم جمع,فأَراد بالعُجْم جمعَ
31986,العجم لأنه عطف,العَجَمِ لأَنه عطف
31987,عليه العرب قال,عليه العَرَبَ قال
31988,أبو إسحق الأعجم,أَبو إسحق الأَعْجَمُ
31989,الذي لا يفصح,الذي لا يُفْصِحُ
31990,ولا يبين كلامه,ولا يُبَيِّنُ كلامَه
31991,وإن كان عربي,وإِن كانَ عَرَبيَّ
31992,النسب كزياد الأعجم,النَّسبِ كزيادٍ الأَعْجَمِ
31993,قال الشاعر منهل,قال الشاعر مَنْهَل
31994,للعباد لا بد,للعبادِ لا بُدَّ
31995,منه منتهى كل,منه مُنْتَهى كلِّ
31996,أعجم وفصيح والأنثى,أَعْجَمٍ وفَصِيح والأُنثى
31997,عجماء وكذلك الأعجمي,عَجْماءُ وكذلك الأَعْجَميُّ
31998,فأما العجمي فالذي,فأَما العَجَميُّ فالذي
31999,من جنس العجم,من جنس العَجَم
32000,أفصح أو لم,أَفْصَحَ أَو لم
32001,يفصح والجمع عجم,يُفْصِحْ والجمع عَجَمٌ
32002,كعربي وعرب وعركي,كَعَرَبيٍّ وعَرَبٍ وعَرَكيٍّ
32003,وعرك ونبطي ونبط,وعَرَكٍ ونَبَطيٍّ ونَبَطٍ
32004,وخولي وخول وخزري,وخَوَليٍّ وخَوَلٍ وخَزَريٍّ
32005,وخزرورجل أعجمي وأعجم,وخَزَرٍورجل أَعْجَميٌّ وأَعْجَمُ
32006,لسانه عجمة وإن,لسانه عُجْمة وإن
32007,أفصح بالعجمية وكلام,أَفْصَحَ بالعجمية وكلامٌ
32008,أعجم وأعجمي بين,أَعْجَمُ وأَعْجَميٌّ بَيِّنُ
32009,العجمةوفي التنزيل لسان,العُجْمةوفي التنزيل لِسانُ
32010,الذي يلحدون إليه,الذي يُلْحدُونَ إليه
32011,أعجمي وجمعه بالواو,أَعْجَمِيٌّ وجمعه بالواو
32012,والنون تقول أحمرى,والنون تقول أَحْمَرِىٌّ
32013,وأحمرون وأعجمي وأعجمون,وأَحْمَرُونَ وأَعْجَمِيٌّ وأَعْجَموُن
32014,على حد أشعثي,على حَدِّ أَشْعَثِيٍّ
32015,وأشعثين وأشعري وأشعرين,وأَشْعَثِينَ وأَشْعَريٍّ وأَشْعَرِينَ
32016,وجل ولو نزلناه,وجل ولو نَزَّلْناه
32017,على بعض الأعجمين,على بَعْضِ الأَعْجَمِينَ
32018,وأما العجم فهو,وأَما العُجْمُ فهو
32019,جمع أعجم والأعجم,جمع أَعْجَمَ والأَعْجَمُ
32020,الذي يجمع على,الذي يُجْمَعُ على
32021,عجم ينطلق على,عُجْمٍ يَنْطَلِقُ على
32022,ما يعقل وما,ما يَعْقِلُ وما
32023,لا يعقل قال,لا يَعْقِل قال
32024,الشاعر يقول الخنا,الشاعر يَقُولُ الخَنا
32025,وأبغض العجم ناطقا,وأَبْغَضُ العُجْمِ ناطقاً
32026,إلى ربنا صوت,إلى ربِّنا صَوْتُ
32027,الحمار اليجدع ويقال,الحِمارِ اليُجَدَّعُ ويقال
32028,رجلان أعجمان وينسب,رَجُلانِ أعْجمانِ ويُنْسَبُ
32029,إلى الأعجم الذي,إلى الأَعْجَمِ الذي
32030,في لسانه عجمة,في لسانه عُجْمةٌ
32031,فيقال لسان أعجمي,فيقال لسانٌ أَعْجَميٌّ
32032,وكتاب أعجمي ولا,وكِتابٌ أَعْجَميٌّ ولا
32033,نفسه إلا أن,نفسه إلاَّ أَن
32034,يكون أعجم وأعجمي,يكون أَعْجَمُ وأَعْجَمِيٌّ
32035,بمعنى مثل دوار,بمعنىً مثل دَوَّارٍ
32036,ودواري وجمل قعسر,ودَوَّاريّ وجَمَلٍ قَعْسَرٍ
32037,وقعسري هذا إذا,وقَعْسَريٍّ هذا إذا
32038,ورد ورودا لا,ورَدَ ورُوداً لا
32039,يمكن ردهوقال ثعلب,يُمْكِنُ رَدُّهوقال ثعلب
32040,أفصح الأعجمي قال,أَفْصَحَ الأَعْجَمِيٌّ قال
32041,أبو سهل أي,أَبو سهل أَي
32042,أن كان أعجميا,أَن كان أَعْجَمِيّاً
32043,رجل أعجمي والذي,رجل أَعْجَمِيٌّ والذي
32044,أراده الجوهري بقوله,أَراده الجوهري بقوله
32045,ولايقال رجل أعجمي,ولايقال رجل أَعْجَمِيٌّ
32046,إنما أراد به,إنما أَراد به
32047,الأعجم الذي في,الأَعْجَمَ الذي في
32048,لسانه حبسة وإن,لسانه حُبْسَةٌ وإن
32049,كان عربيا وأما,كان عربيّاً وأَما
32050,قول ابن ميادة,قولُ ابنِ مَيَّادَةَ
32051,وقيل هو لملحة,وقيل هو لمِلْحَة
32052,الجرمي كأن قرادي,الجَرْميّ كأَنَّ قُرادَيْ
32053,صدره طبعتهما بطين,صَدْرِه طَبَعَتْهما بطينٍ
32054,من الجولان كتاب,من الجَوْلان كُتَّابُ
32055,أعجم فلم يرد,أَعْجَمِ فلم يُرِدْ
32056,به العجم وإنما,به العَجَمَ وإنما
32057,أراد به كتاب,أَراد به كُتَّابَ
32058,رجل أعجم وهو,رَجُلٍ أَعجَمَ وهو
32059,ملك الروموقوله عز,مَلِكُ الروموقوله عَزَّ
32060,وجل أأعجمي وعربي,وجَلَّ أَأَعْجَمِيٌّ وعربيٌّ
32061,التفسير أيكون هذا,التفسير أَيكون هذا
32062,الرسول عربيا والكتاب,الرسولُ عربيّاً والكتابُ
32063,أعجمي قال الأزهري,أَعجمي قال الأَزهري
32064,ومعناه أن الله,ومعناه أَن الله
32065,ولو جعلناه قرآنا,ولو جعلناه قرآناً
32066,أعجميا لقالوا هلا,أَعْجَمِيّاً لقالوا هَلاَّ
32067,فصلت آياته عربية,فُصِّلَتْ آياتُه عَرَبِيَّةً
32068,مفصلة الآي كأن,مُفَصَّلةَ الآي كأَن
32069,التفصيل للسان العرب,التَّفْصِيل للسان العَرَب
32070,ثم ابتدأ فقال,ثم ابتدأَ فقال
32071,أأعجمي وعربي حكاية,أَأََعجمي وعربي حكايةً
32072,عنهم كأنهم يعجبون,عنهم كأَنهم يَعَْجبون
32073,فيقولون كتاب أعجمي,فيقولون كتابٌ أَعجميّ
32074,ونبي عربي كيف,ونبيّ عربي كيف
32075,أشد لتكذيبهم قال,أَشد لتكذيبهم قال
32076,أبو الحسن ويقرأ,أَبو الحسن ويُقرأ
32077,أأعجمي بهمزتين وآعجمي,أَأَعجمي بهمزتين وآعجمي
32078,الألف ولا يجوز,الأَلف ولا يجوز
32079,أن تكون ألفا,أن تكون أَلفاً
32080,عينا وهي ساكنة,عيناً وهي ساكنة
32081,ويقرأ أعجمي بهمزة,ويُقرأُ أَعْجَميٌّ بهمزة
32082,قبل الكفرة وجاء,قِبَلِ الكَفَرَة وجاء
32083,في التفسير أن,في التفسير أَن
32084,قرآنا أعجميا لقالوا,قرآناً أَعجميّاً لقالوا
32085,هلا بينت آياته,هَلاّ بُيِّنَتْ آياته
32086,أقرآن ونبي عربي,أَقرآنٌ ونَبيٌّ عَربي
32087,ومن قرأ آعجمي,ومن قرأَ آعجمي
32088,بهمزة وألف فإنه,بهمزة وأَلف فإنه
32089,الأعجمي تقول هذا,الأَعجمي تقول هذا
32090,رجل أعجمي إذا,رجل أَعْجميٌّ إذا
32091,كان لا يفصح,كان لا يُفْصِحُ
32092,كان من العجم,كان من العَجَمِ
32093,أو من العربورجل,أَو من العَرَبورجل
32094,عجمي إذا كان,عَجَمِيٌّ إذا كان
32095,من الأعاجم فصيحا,من الأَعاجِم فَصِيحاً
32096,كان أو غير,كان أَو غير
32097,فصيح والأجود في,فصيح والأَجْوَدُ في
32098,القراءة آعجمي بهمزة,القراءةِ آعْجَميٌّ بهمزة
32099,وألف على جهة,وأَلف على جهة
32100,النسبة إلى الأعجم,النسبة إلى الأَعْجَمِ
32101,ألا ترى قوله,ألا تَرى قَوْلَه
32102,ولو جعلناه قرآنا,ولو جعلناه قرآناً
32103,أعجميا ولم يقرأه,أَعجميّاً ولم يقرأْه
32104,أحد عجميا وأما,أحد عَجَمِيّاً وأَما
32105,قراءة الحسن أعجمي,قراءة الحسن أَعَجَمِيٌّ
32106,معنى هلا بينت,معنى هَلاَّ بُيِّنَتْ
32107,آياته فجعل بعضه,آياتُه فَجُعِلَ بعضُه
32108,بيانا للعجم وبعضه,بياناً للعَجَم وبعضُه
32109,بيانا للعرب قال,بياناً للعرب قال
32110,الأربعة سائغة في,الأَربعة سائغةٌ في
32111,العربية الكتاب ذهبت,العربية الكتابَ ذَهَبْتُ
32112,به إلى العجمة,به إلى العُجْمَةِ
32113,وقالوا حروف المعجم,وقالوا حروفُ المُعْجم
32114,فأضافوا الحروف إلى,فأَضافوا الحروفَ إلى
32115,المعجم فإن سأل,المُعْجَم فإن سأَل
32116,هل المعجم صفة,هل المُعْجَم صفةٌ
32117,لحروف هذه أو,لحروفٍ هذه أَو
32118,فالجواب أن المعجم,فالجواب أَنَّ المُعْجَم
32119,من قولنا حروف,من قولنا حروفُ
32120,المعجم لا يجوز,المُعْجَم لا يجوز
32121,أن يكون صفة,أَن يكون صفة
32122,لحروف هذه من,لحروفٍ هذه من
32123,وجهين أحدهما أن,وجهين أَحدهما أَن
32124,حروفا هذه لو,حروفاً هذه لو
32125,إلى المعجم لكانت,إلى المُعْجَم لكانت
32126,نكرة والمعجم كما,نكرة والمُعْجَم كما
32127,والآخر أن الحروف,والآخر أَن الحروفَ
32128,مضافة ومحال إضافة,مضافةٌ ومحال إضافة
32129,ذلك أن الصفة,ذلك أَن الصفة
32130,المعنى وإضافة الشيء,المعنى وإضافةُ الشيء
32131,الصفة هي الموصوف,الصفةُ هي الموصوف
32132,لأنه غير مستقيم,لأَنه غير مستقيم
32133,إضافة الشيء إلى,إضافةُ الشيءِ إلى
32134,امتنع من قبل,امتنع من قِبَلِ
32135,أن الغرض في,أَن الغَرَضَ في
32136,التخصيص والتعريف والشيء,التخصيصُ والتعريفُ والشيء
32137,لا تعرفه نفسه,لا تُعَرِّفُه نفسهُ
32138,لأنه لو كان,لأَنه لو كان
32139,غيره ليعرفه وذهب,غيره ليُعَرِّفَه وذهب
32140,إلى أن المعجم,إلى أَن المُعْجَم
32141,كما تقول أدخلته,كما تقول أَدْخَلْتُه
32142,مدخلا وأخرجته مخرجا,مُدْخَلاً وأَخْرَجْتُه مُخْرَجاً
32143,أي إدخالا وإخراجاوحكى,أَي إدخالاً وإخراجاًوحكى
32144,الأخفش أن بعضهم,الأَخفش أَن بعضهم
32145,قرأ ومن يهن,قَرَأَ ومن يُهِنِ
32146,الله فما له,اللهُ فما له
32147,من مكرم بفتح,من مُكْرَم بفتح
32148,الراء أي من,الراء أَي من
32149,إكرام فكأنهم قالوا,إكْرامٍ فكأَنهم قالوا
32150,في هذا الإعجام,في هذا الإعْجام
32151,فهذا أسد وأصوب,فهذا أَسَدُّ وأَصْوَبُ
32152,من أن يذهب,من أن يُذْهَب
32153,إلى أن قولهم,إلى أَن قولهم
32154,حروف المعجم بمنزلة,حُروف المُعْجَم بمنزلة
32155,قولهم صلاة الأولى,قولهم صلاةُ الأُولى
32156,ومسجد الجامع لأن,ومسجد الجامع لأَن
32157,الساعة الأولى أو,الساعةِ الأُولى أَو
32158,الفريضة الأولى ومسجد,الفَريضةِ الأُولى ومسجد
32159,اليوم الجامع فالأولى,اليوم الجامع فالأُولى
32160,غير الصلاة في,غيرُ الصلاةِ في
32161,المعنى والجامع غير,المَعنى والجامعُ غيرُ
32162,وإنما هما صفتان,وإنما هما صِفتان
32163,حذف موصوفاهما وأقيما,حُذف موصوفاهما وأُقيما
32164,مقامهما وليس كذلك,مُقامَهما وليس كذلك
32165,حروف المعجم لأنه,حُروفُ المُعْجَم لأَنه
32166,ليس معناه حروف,ليس معناه حروفَ
32167,الكلام المعجم ولا,الكلامِ المعجم ولا
32168,حروف اللفظ المعجم,حروف اللفظِ المعجم
32169,إنما المعنى أن,إنما المعنى أَن
32170,الحروف هي المعجمة,الحروفَ هي المعجمةُ
32171,مطية ركوب أي,مَطِيَّةُ رُكُوبٍ أَي
32172,من شأنها أن,من شأْنها أَن
32173,تركب وهذا سهم,تُرْكَب وهذا سَهْمُ
32174,نضال أي من,نِضالٍ أَي من
32175,شأنه أن يناضل,شأْنه أَن يُناضَلَ
32176,به وكذلك حروف,به وكذلكَ حروفُ
32177,المعجم أي من,المعجم أَي من
32178,شأنها أن تعجم,شأْنها أَن تُعجَم
32179,معجما إنما المعجم,مُعْجَماً إنما المُعْجمُ
32180,بعضها ألا ترى,بَعْضُها أَلا ترى
32181,أن الألف والحاء,أَنَّ الأَلفَ والحاء
32182,والدال ونحوها ليس,والدالَ ونحوها ليس
32183,معجما فكيف استجازوا,معجماً فكيف استجازوا
32184,تسمية جميع هذه,تسميةَ جميعِ هذه
32185,الحروف حروف المعجم,الحروفِ حُروفَ المعجم
32186,قيل إنما سميت,قيل إنما سُمّيت
32187,بذلك لأن الشكل,بذلك لأَن الشكل
32188,الواحد إذا اختلفت,الواحدَ إذا اختلفتْ
32189,أصواته فأعجمت بعضها,أَصواتُه فأَعْجَمْتَ بَعْضَها
32190,وتركت بعضها فقد,وترَكْتَ بعضَها فقد
32191,علم أن هذا,علم أَن هذا
32192,المتروك بغير إعجام,المتروكَ بغير إعجام
32193,هو غير ذلك,هو غيرُ ذلك
32194,الذي من عادته,الذي مِنْ عادته
32195,أن يعجم فقد,أَن يُعْجَمَ فقد
32196,ارتفع أيضا بما,ارتفع أَيضاً بما
32197,فعلوا الإشكال والاستبهام,فعَلُوا الإشكالُ والاسْتِبْهامُ
32198,عنهما جميعا ولا,عنهما جميعاً ولا
32199,فرق بين أن,فرقَ بين أَن
32200,يزول الاستبهام عن,يزولَ الاستبهامُ عن
32201,الحرف بإعجام عليه,الحرفِ بإعْجامٍ عليه
32202,أو ما يقوم,أَو ما يقوم
32203,مقام الإعجام في,مَقامَ الإِعجام في
32204,الإيضاح والبيان ألا,الإيضاحِ والبيان أَلا
32205,ترى أنك إذا,ترى أَنك إذا
32206,أعجمت الجيم بواحدة,أَعْجَمْتَ الجيمَ بواحدةٍ
32207,من أسفل والخاء,من أَسفلَ والخاءَ
32208,بواحدة من فوق,بواحدةٍ من فَوْقُ
32209,وتركت الحاء غفلا,وتركتَ الحاءَ غُفْلاً
32210,فقد علم بإغفالها,فقد عُلِمَ بإِغْفالها
32211,أنها ليست بواحدة,أَنها ليست بواحدةٍ
32212,من الحرفين الآخرين,من الحرفين الآخَرَيْن
32213,أعني الجيم والخاء,أَعني الجيمَ والخاء
32214,وكذلك الدال والذال,وكذلك الدالُ والذالُ
32215,والصاد وسائر الحروف,والصادُ وسائرُ الحروف
32216,فلما استمر البيان,فلما اسْتَمَرَّ البيانُ
32217,تسميتها حروف المعجموسئل,تسميتُها حروفَ المعجموسئل
32218,أبوالعباس عن حروف,أَبوالعباس عن حروف
32219,المعجم لم سميت,المعجم لِمَ سُمِّيَت
32220,معجما فقال أما,مُعْجَماً فقال أَما
32221,أبو عمرو الشيباني,أَبو عمرو الشَّيْبانيُّ
32222,فيقول أعجمت أبهمت,فيقول أَعْجَمْتُ أَبهمت
32223,وقال والعجمي مبهم,وقال والعَجَمِيُّ مُبْهَمُ
32224,الكلام لا يتبين,الكلامِ لا يتبين
32225,كلامه قال وأما,كلامُه قال وأَما
32226,من أعجمت الحروف,من أَعْجَمْتُ الحروف
32227,قال ويقال قفل,قال ويقال قُفْلٌ
32228,معجم وأمر معجم,مُعْجَم وأَمْرٌ مُعْجَم
32229,إذا اعتاص قال,إذا اعْتاصَ قال
32230,وسمعت أبا الهيثم,وسمعت أَبا الهَيْثَم
32231,يقول معجم الخط,يقول مُعجمُ الخَطِّ
32232,هو الذي أعجمه,هو الذي أَعْجَمه
32233,كاتبه بالنقط تقول,كاتِبُه بالنقط تقول
32234,أعجمت الكتاب أعجمه,أَعْجَمْتُ الكتابَ أُعْجِمهُ
32235,إعجاما ولا يقال,إعْجاماً ولا يقال
32236,عجمته إنما يقال,عَجَمْتُه إنما يقال
32237,عجمت العود إذا,عَجَمْتُ العُودَ إذا
32238,عضضته لتعرف صلابته,عَضَضْتَه لتَعرِفَ صَلابتَه
32239,من رخاوتهوقال الليث,من رَخاوتِهوقال الليث
32240,المعجم الحروف المقطعة,المعجم الحروفُ المُقَطَّعَةُ
32241,سميت معجما لأنها,سُمِّيت مُعْجَماً لأَنها
32242,أعجمية قال وإذا,أَعجمية قال وإذا
32243,قلت كتاب معجم,قلت كتابٌ مُعَجَّمٌ
32244,فإن تعجيمه تنقيطه,فإن تَعْجيمَه تنقيطُه
